,Cleaned Data
1134,"YOU AGREE THAT YOU HAVE NO REMEDIES FOR NEGLIGENCE, STRICT LIABILITY, BREACH OF WARRANTY OR BREACH OF CONTRACT EXCEPT THOSE PROVIDED IN PARAGRAPH 1 YOU AGREE THAT THE FOUNDATION, THE TRADEMARK OWNER, AND ANY DISTRIBUTOR UNDER THIS AGREEMENT WILL NOT BE LIABLE TO YOU FOR ACTUAL, DIRECT, INDIRECT, CONSEQUENTIAL, PUNITIVE OR INCIDENTAL DAMAGES EVEN IF YOU GIVE NOTICE OF THE POSSIBILITY OF SUCH DAMAGE."
1135,"1 LIMITED RIGHT OF REPLACEMENT OR REFUND - If you discover defect in this electronic work within 90 days of receiving it, you can receive refund of the money (if any) you paid for it by sending written explanation to the person you received the work from."
1136,"If you received the work on physical medium, you must return the medium with your written explanation."
1137,The person or entity that provided you with the defective work may elect to provide replacement copy in lieu of refund.
1138,"If you received the work electronically, the person or entity providing it to you may choose to give you second opportunity to receive the work electronically in lieu of refund."
1139,"If the second copy is also defective, you may demand refund in writing without further opportunities to fix the problem."
1140,"1 Except for the limited right of replacement or refund set forth in paragraph 1 this work is provided to you ‘AS-IS’, WITH NO OTHER WARRANTIES OF ANY KIND, EXPRESS OR IMPLIED, INCLUDING BUT NOT LIMITED TO WARRANTIES OF MERCHANTABILITY OR FITNESS FOR ANY PURPOSE."
1141,1 Some states do not allow disclaimers of certain implied warranties or the exclusion or limitation of certain types of damages.
1142,"If any disclaimer or limitation set forth in this agreement violates the law of the state applicable to this agreement, the agreement shall be interpreted to make the maximum disclaimer or limitation permitted by the applicable state law."
1143,The invalidity or unenforceability of any provision of this agreement shall not void the remaining provisions.
1144,"1 INDEMNITY - You agree to indemnify and hold the Foundation, the trademark owner, any agent or employee of the Foundation, anyone providing copies of Project Gutenberg™ electronic works in accordance with this agreement, and any volunteers associated with the production, promotion and distribution of Project Gutenberg™ electronic works, harmless from all liability, costs and expenses, including legal fees, that arise directly or indirectly from any of the following which you do or cause to occur: ( ) distribution of this or any Project Gutenberg™ work, (b) alteration, modification, or additions or deletions to any Project Gutenberg™ work, and (c) any Defect you cause."
1145,Section 2.
1146,"Information about the Mission of Project Gutenberg™ Project Gutenberg™ is synonymous with the free distribution of electronic works in formats readable by the widest variety of computers including obsolete, old, middle-aged and new computers."
1147,It exists because of the efforts of hundreds of volunteers and donations from people in all walks of life.
1148,Volunteers and financial support to provide volunteers with the assistance they need are critical to reaching Project Gutenberg™’s goals and ensuring that the Project Gutenberg™ collection will remain freely available for generations to come.
1149,"In 2001, the Project Gutenberg Literary Archive Foundation was created to provide secure and permanent future for Project Gutenberg™ and future generations."
1150,"To learn more about the Project Gutenberg Literary Archive Foundation and how your efforts and donations can help, see Sections 3 and 4 and the Foundation information page at www Section 3."
1151,Information about the Project Gutenberg Literary Archive Foundation The Project Gutenberg Literary Archive Foundation is non-profit 501(c)(3) educational corporation organized under the laws of the state of Mississippi and granted tax exempt status by the Internal Revenue Service.
1152,The Foundation’s EIN or federal tax identification number is 64-6221541.
1153,Contributions to the Project Gutenberg Literary Archive Foundation are tax deductible to the full extent permitted by U federal laws and your state’s laws.
1154,"The Foundation’s business office is located at 809 North 1500 West, Salt Lake City, UT 84116, (801) 596-1887."
1155,Email contact links and up to date contact information can be found at the Foundation’s website and official page at www Section 4.
1156,Information about Donations to the Project Gutenberg Literary Archive Foundation Project Gutenberg™ depends upon and cannot survive without widespread public support and donations to carry out its mission of increasing the number of public domain and licensed works that can be freely distributed in machine-readable form accessible by the widest array of equipment including outdated equipment.
1157,"Many small donations ($1 to $5,000) are particularly important to maintaining tax exempt status with the IRS."
1158,The Foundation is committed to complying with the laws regulating charities and charitable donations in all 50 states of the United States.
1159,"Compliance requirements are not uniform and it takes considerable effort, much paperwork and many fees to meet and keep up with these requirements."
1160,We do not solicit donations in locations where we have not received written confirmation of compliance.
1161,"To SEND DONATIONS or determine the status of compliance for any particular state visit www While we cannot and do not solicit contributions from states where we have not met the solicitation requirements, we know of no prohibition against accepting unsolicited donations from donors in such states who approach us with offers to donate."
1162,"International donations are gratefully accepted, but we cannot make any statements concerning tax treatment of donations received from outside the United States."
1163,U laws alone swamp our small staff.
